Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4897518052,AHM3546,NY,PAS,05/11/2024,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1112P,,BK,,,SB HAMILTON AVE @ BU,SH ST,0,1180,B,T,,,,BK,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9124266619,HXA7053,NY,PAS,05/02/2024,70,SUBN,LEXUS,T,9890,7540,7790,20240219,114,114,114,378202,T401,J,0838A,,Q,F,28-40,43rd St,,0,408,J3,,YYYYYYY,,,SILVE,,2012,,0,,70A-Reg. Sticker Expired (NYS),,,
2017936110,LHT5167,NY,PAS,05/10/2024,21,4DSD,NISSA,S,81430,73690,67030,20260211,77,77,0,0,KN02,,0944A,00000,Kings,O,827,STERLING PLACE,,0,408,d1,,Y  Y,0930A,1100A,GY,,2014,,0,,No Parking Street Cleaning,,,
9128106532,JJP8883,NY,PAS,05/14/2024,21,SUBN,KIA,T,29890,27190,31890,20250807,7,7,7,376244,T105,C,0858A,,NY,O,137,Rivington St,,0,408,D1,,YYYYYY,0830A,0900A,GY,,2009,,0,9,21-No Parking (street clean),,,
4897084660,JBJ5197,NY,PAS,05/08/2024,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0101A,,QN,,,WB HILLSIDE AVE @ 20,7TH ST,0,1180,B,T,,,,GR,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9125524665,Z63PVJ,NJ,PAS,05/17/2024,21,SUBN,HONDA,T,51930,58330,59640,88888888,94,94,94,374615,T301,T,1234P,,K,F,166,India St,,0,408,D1,,Y  Y,1130A,0100P,BLACK,,0,,0,17,21-No Parking (street clean),,,
9127119427,KZF1471,NY,PAS,05/28/2024,21,SUBN,FORD,T,27030,0,0,20241114,48,48,48,367387,T201,M,1217P,,BX,I,S,E 179th St,5ft W/of Daly Ave,0,408,D1,,Y  Y,1130A,0100P,BL,,2012,,0,11,21-No Parking (street clean),,,
9103168189,KZW6795,NY,PAS,04/26/2024,40,SUBN,RAM,T,10150,40404,40404,20250329,115,115,115,368480,T401,U,0918P,,Q,F,96-04,45th Dr,,0,408,E2,,YYYYYYY,,,WH,,2020,,0,,40-Fire Hydrant,,,
4897924492,L42RVR,NJ,PAS,05/18/2024,36,SEDA,ME/BE,V,0,0,0,0,,0,0,0,,,1117P,,BK,,,SB FLATBUSH AVE @ SC,HENECTADY AVE,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9128447359,DPB3690,NY,PAS,05/13/2024,70,SUBN,HONDA,T,53420,32420,28260,20240510,47,47,47,374626,T201,Q,0409P,,BX,F,1483,Needham Ave,,0,408,J3,,YYYYYYY,,,BK,,2021,,0,47,70A-Reg. Sticker Expired (NYS),,,
9126290121,HYH5374,NY,PAS,04/26/2024,21,SUBN,HYUND,T,36630,24690,10610,20260222,32,32,32,355156,T103,A,1015A,,NY,O,167,W 143rd St,,0,408,D1,,Y  Y,0930A,1100A,BL,,2017,,0,,21-No Parking (street clean),,,
9126981038,HXN4519,NY,PAS,05/07/2024,38,4DSD,HONDA,T,9140,35690,40200,20260312,111,111,111,367858,T401,Q,1220P,,Q,F,213-47,39th Ave,,0,408,H1,,YYYYYY,0900A,0700P,GY,,2017,444490,0,,38-Failure to Dsplay Meter Rec,,,
9128930046,GOTPARKG,NY,COM,05/17/2024,46,VAN,FORD,T,15710,35170,35190,20260531,20,20,20,376170,T103,GG,1241P,,NY,F,223,Columbus Ave,,0,408,F1,,YYYYYYY,,,WH,,2006,,0,18,46B-Double Parking (Com-100Ft),,,
4036459806,BVB5022,NY,PAS,04/16/2024,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0411P,,QN,,,WB JAMAICA AVE @ PAR,SONS BLVD,0,1111,C,T,,,,WH,,2022,,0,,BUS LANE VIOLATION,,,
4897963310,Y203406C,NY,OMT,05/14/2024,36,TAXI,TOYOT,V,0,0,0,0,,0,0,0,,,0140P,,BK,,,NB FLATBUSH AVE @ DE,AN ST,0,1180,B,T,,,,YW,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4895802565,Z64KAX,NJ,PAS,05/02/2024,36,SPOR,JEEP,V,0,0,0,0,,0,0,0,,,0649P,,ST,,,WB GOETHALS RD N @ J,ULES DR,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5134684790,LBG2135,NY,PAS,05/23/2024,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0233P,,BK,,,EASTERN PKWY (W/B) @,BEDFORD AVE,0,1111,D,T,,,,GY,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
9125603437,AL74837,CT,PAS,05/23/2024,21,4DSD,VOLKS,T,10140,15340,28020,20248888,108,108,108,349456,T401,E,1127A,,Q,F,72-25,45th Ave,,0,408,D1,,Y,1100A,1230A,SILVE,,0,,0,,21-No Parking (street clean),,,
9128500982,JNV8065,NY,PAS,05/08/2024,53,SUBN,BMW,T,23230,19530,18630,20240202,90,90,90,355161,T301,N,1256P,,K,O,107,Broadway,,0,408,F6,,YYYYYYY,,,GY,,2019,,0,,53-Safety Zone,,,
9122698504,HJY9648,NY,PAS,05/11/2024,38,SUBN,MAZDA,T,5940,23290,39190,20250806,109,109,109,365879,T401,D,1023A,,Q,F,150-47,14th Ave,,0,408,H1,,YYYYYY,0900A,0700P,RD,,2021,448468,0,,38-Failure to Dsplay Meter Rec,,,
4896245507,HKZ8517,NY,PAS,05/05/2024,36,SUBN,LINCO,V,0,0,0,0,,0,0,0,,,0338P,,BX,,,WB W 230TH ST @ TIBB,ET AVE,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5134133803,79358NB,NY,COM,04/26/2024,7,VAN,ME/BE,V,0,0,0,0,,0,0,0,,,1257P,,QN,,,QUEENS MIDTOWN EXPWY,(W/B) @ 43RD ST,0,1111,D,T,,,,WH,,2018,,0,,FAILURE TO STOP AT RED LIGHT,,,
5134107154,KUP2352,NY,PAS,04/25/2024,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0711A,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,0,1111,D,T,,,,GY,,2019,,0,,FAILURE TO STOP AT RED LIGHT,,,
4897844794,KHG7450,NY,PAS,05/17/2024,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0239P,,BK,,,EB AVE R @ BURNETT S,T,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4898289733,KXU3049,NY,PAS,05/20/2024,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1035P,,BK,,,NB OCEAN PKWY @ ELMW,OOD AVE,0,1180,B,T,,,,WH,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4897896514,LJA4946,NY,PAS,05/18/2024,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1232P,,QN,,,SB LINDEN PL @ 28TH,AVE,0,1180,B,T,,,,BL,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4898973826,K12RED,NJ,PAS,05/25/2024,36,UT,ACURA,V,0,0,0,0,,0,0,0,,,1229A,,BK,,,WB EASTERN PKWY @ CL,ASSON AVE,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9123533936,T106369C,NY,OMT,05/04/2024,40,SUBN,CADIL,T,19040,9440,9540,20240831,110,110,110,355249,T401,L,0549A,,Q,F,40-48,97th St,,0,408,E2,,YYYYYYY,,,BK,,2020,,0,,40-Fire Hydrant,,,
9128041320,65041NE,NY,COM,05/08/2024,71,FLAT,ISUZU,T,45720,522,39595,20250228,109,109,109,366536,T401,V,0144P,,Q,F,131-21,Fowler Ave,,0,408,J6,,YYYYYYY,,,WH,,2024,,0,,71-Insp. Sticker Missing (NYS,,,
4897394545,LFZ7033,NY,PAS,05/13/2024,36,SUBN,LINCO,V,0,0,0,0,,0,0,0,,,0639P,,BK,,,EB ATLANTIC AVE @ CL,ASSON AVE,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9130403248,KRL2548,NY,PAS,05/21/2024,20,PICK,RAM,T,51730,59640,72760,20230806,94,94,94,357082,T301,N,0454P,,K,O,261,Huron St,,0,408,D,,YYYYY,0800A,0600P,BK,,2020,,0,,20A-No Parking (Non-COM),,,
9122184880,EWM6421,NY,PAS,05/23/2024,70,SUBN,TOYOT,T,27450,10020,49420,20240207,52,52,52,373218,T201,M,1203P,,BX,O,301,E 193rd St,,0,408,J3,,YYYYYYY,,,GREY,,2017,,0,2,70A-Reg. Sticker Expired (NYS),,,
9128236865,LAV7004,NY,PAS,05/21/2024,71,SUBN,TOYOT,T,16730,19030,15780,20250314,62,62,62,369595,T802,B,0847P,,K,O,159,Bay 29th St,,0,408,J6,,YYYYYYY,,,WH,,2022,,0,,71A-Insp Sticker Expired (NYS),,,
9126752773,32054NB,NY,COM,05/08/2024,47,VAN,FORD,T,34150,10910,11010,20251130,10,10,10,370278,T102,L,0227P,,NY,F,444,W 19th St,,0,408,L2,,YYYYYY,0700A,0700P,WH,,2021,,0,,47-Double PKG-Midtown(Com Veh),,,
9118064620,68794NB,NY,COM,05/14/2024,42,VAN,FORD,T,34690,10510,10610,20250630,18,18,18,355231,T106,I,1145A,1107A,NY,O,111,W 46th St,,0,408,H1,,YYYYY,0700A,0600P,WH,,2020,104185,0,15,42-Exp Meter (Com Zone),,,
4036769972,T110024C,NY,OMT,05/04/2024,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0158P,,MN,,,EB E 125TH ST@ PARK,AVE,0,1111,C,T,,,,BK,,2016,,0,,BUS LANE VIOLATION,,,
9127487118,48354MG,NY,COM,05/18/2024,46,VAN,FRUEH,T,10210,19370,19390,20250531,25,25,25,373703,T103,P,0125P,,NY,F,2240,3rd Ave,,0,408,F1,,YYYYYYY,,,WH,,2008,,0,19,46B-Double Parking (Com-100Ft),,,
4897835276,JGG6810,NY,PAS,05/17/2024,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1134A,,QN,,,SB WOODHAVEN BLVD @,88TH AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4898644429,RMLF69,NJ,PAS,05/21/2024,36,SPOR,MAZDA,V,0,0,0,0,,0,0,0,,,1041P,,MN,,,NB WEST ST @ CARLISL,E ST,0,1180,B,T,,,,,,2024,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9127251986,ZVT9820,NJ,PAS,05/17/2024,69,VAN,GMC,T,10610,34430,34450,88888888,14,14,14,361376,T102,E,0709A,,NY,F,425,7th Ave,,0,408,H1,,YYYYYY,0700A,0700P,WHITE,,0,104357,0,15,69-Fail to Dsp Prking Mtr Rcpt,,,
4897557835,40BKJA,FL,PAS,05/14/2024,36,CV,CHEVR,V,0,0,0,0,,0,0,0,,,0207P,,BK,,,EB GATES AVE @ LEWIS,AVE,0,1180,B,T,,,,RED,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4896685544,HHJ5071,OH,PAS,05/05/2024,36,SW,TOYOT,V,0,0,0,0,,0,0,0,,,0441P,,BK,,,SB REMSEN AVE @ RUTL,AND RD,0,1180,B,T,,,,GRAY,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9121988171,10787NE,NY,COM,04/26/2024,46,VAN,FORD,T,35170,0,0,20260331,20,20,20,373279,T103,M,0304P,,NY,I,N,W 70th St,45ft E/of Riverside,0,408,F1,,YYYYYYY,,,WH,,2012,,0,,46B-Double Parking (Com-100Ft),,,
8806292997,GHF6990,NY,PAS,05/16/2024,38,4DSD,FORD,T,28790,7640,7740,20250610,114,114,114,364855,T401,R,0213P,,Q,F,28-22,Astoria Blvd,,0,408,H1,,YYYYYY,0900A,0700P,WH,,2013,427308,0,,38-Failure to Dsplay Meter Rec,,,
4895407070,LBB6928,NY,PAS,04/27/2024,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0320A,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,BK,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9128153121,LJW6674,NY,PAS,05/27/2024,74,4DSD,VOLKS,T,19250,10010,29090,20240624,25,25,25,357737,T103,J,0701A,,NY,F,415,E 115th St,,0,408,J2,,YYYYYYY,,,BLACK,,2024,,0,2,74A-Improperly Displayed Plate,,,
9121968159,XHHR83,NJ,PAS,04/30/2024,69,VAN,CHEVR,T,34510,10810,10910,88888888,14,14,14,367945,T106,O,0306P,,NY,F,320,W 37th St,,0,408,H1,,YYYYY,0600A,0700P,WHITE,,0,106477,0,21,69-Fail to Dsp Prking Mtr Rcpt,,,
9132206549,KJG3687,NY,PAS,05/27/2024,14,SUBN,FORD,T,0,0,0,20250207,48,48,48,372261,T201,N,0648A,,BX,I,S,E 179th St,20ft W/of Hughes Ave,0,408,C,,YYYYYYY,,,MR,,2006,,0,3,14-No Standing,,,
9125086728,KYU7148,NY,PAS,05/01/2024,40,2DSD,BMW,T,0,0,0,20241110,49,49,49,373136,T201,H,1230P,,BX,I,W,Bronx Park East,50ft S/of Brady Ave,0,408,E2,,YYYYYYY,,,BK,,2019,,6,9,40-Fire Hydrant,,,
4898166842,J67HNU,NJ,PAS,05/16/2024,36,SPOR,JEEP,V,0,0,0,0,,0,0,0,,,0238P,,ST,,,EB HYLAN BLVD @ CULO,TTA LN,0,1180,B,T,,,,,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9128459969,X52UHF,NJ,PAS,05/22/2024,21,SUBN,TESLA,T,55520,72920,48020,88888888,49,49,49,361046,T201,I,1150A,,BX,F,2418,Olinville Ave,,0,408,D1,,Y,1130A,0100P,WHITE,,0,,0,15,21-No Parking (street clean),,,
9125081767,HXH2239,NY,PAS,05/07/2024,21,SUBN,GMC,T,41320,27000,27030,20260222,48,48,48,373188,T201,M,1232P,,BX,F,2008,Hughes Ave,,0,408,D1,,Y  Y,1130A,0100P,RD,,2017,,0,14,21-No Parking (street clean),,,
4899247722,2882ZP,ME,PAS,05/27/2024,36,UT,ME/BE,V,0,0,0,0,,0,0,0,,,0422P,,QN,,,NB BROOKVILLE BLVD @,135TH AVE,0,1180,B,T,,,,WHITE,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9123966786,BM30123,CT,PAS,05/13/2024,21,SUBN,JEEP,T,18590,25390,27790,88888888,19,19,19,368915,T103,D,0907A,,NY,O,54,E 80th St,,0,408,D1,,Y  Y,0900A,1030A,BLACK,,0,,0,23,21-No Parking (street clean),,,
9121338668,59162NB,NY,COM,05/01/2024,69,VAN,FORD,T,27790,17890,17910,20241031,14,14,14,373113,T106,O,0249P,,NY,F,230,Park Ave,,0,408,H1,,YYYYY,0700A,0600P,WH,,2022,107502,0,1,69-Fail to Dsp Prking Mtr Rcpt,,,
9128331795,DEFOX,FL,PAS,05/21/2024,31,4DSD,CADIL,T,34330,10610,10810,88888888,13,13,13,376210,T102,B,1231P,,NY,O,243,W 28th St,,0,408,L3,,YYYYYY,0800A,0600P,GREEN,,0,,0,11,31-No Stand (Com. Mtr. Zone),,,
4897852821,LBS8967,NY,PAS,05/17/2024,36,SUBN,CADIL,V,0,13495,0,0,,0,0,0,,,0601P,,QN,,,WB QUEENS BLVD @ 66T,H RD,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9124653275,LJX8131,NY,PAS,04/28/2024,40,4DSD,NISSA,T,68930,86030,75430,20260313,77,77,77,357082,T301,N,0229P,,K,F,1670,Pacific St,,0,408,E2,,YYYYYYY,,,BK,,2017,,0,,40-Fire Hydrant,,,
9126988677,LBK8911,NY,PAS,05/28/2024,71,PICK,TOYOT,T,27800,17410,17430,20250331,13,13,13,372244,T102,N,0112P,,NY,F,276,Park Ave South,,0,408,J6,,YYYYYYY,,,GY,,2023,,0,99,71A-Insp Sticker Expired (NYS),,,
5604249257,FFB3769,NY,PAS,05/03/2024,12,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0752A,,QN,,,WB Hillside Ave @ Ed,gerton Blvd,0,1111,C,T,,,,GY,,2018,,0,,MOBILE BUS LANE VIOLATION,,,
4898085751,LJF4339,NY,PAS,05/19/2024,36,4DSD,TOYOT,V,0,40404,40404,0,,0,0,0,,,1028A,,BK,,,SB UTICA AVE @ AVE I,,0,1180,B,T,,,,GY,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9126329943,HYA7701,NY,PAS,05/04/2024,70,SUBN,NISSA,T,23020,25890,65920,20240404,40,40,40,365824,T201,A,1011A,,BX,F,354,Cypress Ave,,0,408,J3,,YYYYYYY,,,BK,,2014,,0,40,70A-Reg. Sticker Expired (NYS),,,
9126528113,69011NE,NY,COM,05/10/2024,20,VAN,FORD,T,25990,21690,13810,20260331,1,1,1,376241,T105,D,0842A,,NY,F,44,Mercer St,,0,408,D,,YYYYY,0800A,0600P,WH,,2022,,0,2,20-No Parking (Com Plate),,,
4895066162,HKY8635,NY,PAS,04/24/2024,36,PICK,GMC,V,0,0,0,0,,0,0,0,,,0454P,,ST,,,NB TRANTOR PL @ DIXO,N AVE,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4896861530,HSS7842,NY,PAS,05/11/2024,36,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0335A,,QN,,,NB WOODHAVEN BLVD @,65TH AVE,0,1180,B,T,,,,DKBL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9128927746,LDJ9897,NY,PAS,05/25/2024,31,SUBN,FORD,T,10210,18370,18390,20250818,19,19,19,362570,T103,P,0214P,,NY,F,1201,3rd Ave,,0,408,L3,,YYYYYY,0800A,0700P,OR,,2019,,0,5,31-No Stand (Com. Mtr. Zone),,,
4896265750,KHP1589,NY,PAS,05/06/2024,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0357A,,BK,,,EB SHORE ROAD DR @ 4,TH AVE,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8881088630,KZH6635,NY,PAS,05/10/2024,38,SUBN,TOYOT,T,21950,25610,44672,20250308,120,120,120,374595,T303,A,1016A,,R,F,815,Castleton Ave,,0,408,H1,,YYYYYY,0900A,0600P,BK,,2018,506857,0,,38-Failure to Dsplay Meter Rec,,,
9124169912,JEL7187,NY,PAS,05/14/2024,38,SUBN,MAZDA,T,35210,15710,11710,20241203,20,20,20,366572,T103,C,1221P,,NY,F,137,W 72nd St,,0,408,H1,,YYYYYY,0900A,1000P,BL,,2018,109138,0,21,38-Failure to Dsplay Meter Rec,,,
8828297748,97844,NY,MED,05/10/2024,38,SUBN,CHEVR,T,61090,18840,66890,20240610,110,110,110,378191,T401,H,1214P,,Q,F,95-28,Roosevelt Ave,,0,408,H1,,YYYYYY,0800A,0700P,RD,,2020,462636,0,,38-Failure to Dsplay Meter Rec,,,
2016769865,LAU4809,NY,PAS,05/16/2024,21,SUBN,MITSU,S,52120,17700,27120,20240409,46,46,0,0,BX05,,0915A,00000,Bronx,F,2195,MORRIS AVENUE,,0,408,d1,,Y  Y,0900A,1030A,BR,,2020,,0,,No Parking Street Cleaning,,,
9126363343,LEA4507,NY,PAS,05/08/2024,19,4DSD,TOYOT,T,68530,43840,92330,20251023,61,61,61,343918,T302,L,0553A,,K,O,65,Oriental Blvd,,0,408,C3,,YYYYYYY,,,RD,,2011,,0,,19-No Stand (bus stop),,,
9118924797,LGR3263,NY,PAS,04/29/2024,71,4DSD,HONDA,T,8640,8590,8690,20251109,114,114,114,370799,T401,I,1126A,,Q,F,35-10,35th St,,0,408,J6,,YYYYYYY,,,RD,,2010,,0,,71A-Insp Sticker Expired (NYS),,,
9120999744,BF83750,CT,PAS,05/09/2024,20,4DSD,ME/BE,T,34130,10810,10910,88888888,10,10,10,377521,T102,N,0144P,,NY,F,301,W 18th St,,0,408,D,,YYYYYY,0800A,0600P,WHITE,,0,,0,22,20A-No Parking (Non-COM),,,
1493705696,BAZ808,NY,PSD,04/19/2024,17,SUBN,DODGE,P,75530,51030,20530,0,84,84,0,943797,TD30,0000,0525P,,K,F,211,SCHERMERHORN STREET,,0,408,C4,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
9124951079,KFL4499,NY,PAS,05/01/2024,14,SUBN,DODGE,T,14810,33910,13310,20250202,6,6,6,374570,T102,S,0148P,,NY,F,66,Charles St,,0,408,C,,YYYYYYY,,,GY,,2010,,0,24,14-No Standing,,,
4896221370,DSM1596,NY,PAS,05/05/2024,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0656A,,BK,,,NB FLATBUSH AVE @ E,28TH ST,0,1180,B,T,,,,RD,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4898362989,62ST24,NY,MOT,05/18/2024,36,MCY,YAMAH,V,0,0,0,0,,0,0,0,,,0241P,,QN,,,NB WOODHAVEN BLVD @,UNION TPKE,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9128261010,KNE5834,NY,PAS,05/11/2024,21,SUBN,HONDA,T,59990,14740,14810,20250502,112,112,112,370871,T402,O,0817A,,Q,F,107-06,Queens Blvd,,0,408,D1,,YYYYYY,0800A,0830A,GY,,2021,,0,5,21-No Parking (street clean),,,
9124723393,RBR2854,NC,PAS,05/04/2024,38,SUBN,HONDA,T,29020,14620,29220,88888888,52,52,52,376167,T201,O,1125A,,BX,F,301,E Kingsbridge Rd,,0,408,H1,,YYYYYY,0900A,0700P,OTHER,,0,208786,0,24,38-Failure to Dsplay Meter Rec,,,
9123361013,77287MN,NY,COM,04/29/2024,14,REFG,HIN,T,17450,13610,25390,20250131,13,13,13,374613,T102,D,0727A,,NY,F,16,E 23rd St,,0,408,C,,YYYYYY,0700A,0900P,WH,,2020,,0,99,14-No Standing,,,
4899347765,LKL6710,NY,PAS,05/25/2024,36,SUBN,HONDA,V,0,40404,40404,0,,0,0,0,,,0810P,,QN,,,EB 63RD RD @ 97TH ST,,0,1180,B,T,,,,BL,,2024,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9129672399,JMZ3394,NY,PAS,05/22/2024,19,4DSD,TOYOT,T,31190,37530,37550,20251229,34,34,34,362545,T103,L,0134P,,NY,F,1591,St Nicholas Ave,,0,408,C3,,YYYYYYY,,,GY,,2017,,0,,19-No Stand (bus stop),,,
9127613434,BN09402,CT,PAS,05/21/2024,16,SUBN,MITSU,T,18450,0,0,20270388,19,19,19,353069,T103,N,0212P,,NY,I,N,E 73rd St,80ft W/of York Ave,0,408,K2,,Y  Y,0800A,0500P,SILVE,,0,,0,9,16A-No Std (Com Veh) Non-COM,,,
9120133420,LJS3251,NY,PAS,05/10/2024,74,4DSD,AUDI,T,66520,55120,59820,20260131,43,43,43,373647,T201,N,0256P,,BX,F,2146,Starling Ave,,0,408,J2,,YYYYYYY,,,BK,,2007,,0,20,74A-Improperly Displayed Plate,,,
9126635471,DUJ6081,NY,PAS,05/12/2024,14,SUBN,HONDA,T,8430,0,0,20240821,66,66,66,377478,T302,P,0257P,,K,I,S,37th St,50ft W/of 15th Ave,0,408,C,,YYYYYYY,,,BR,,2020,,0,9,14-No Standing,,,
9126581218,HWY6286,NY,PAS,05/22/2024,20,4DSD,TOYOT,T,19150,10410,25390,20251220,23,23,23,361302,T103,C,0950A,,NY,F,8,E 109th St,,0,408,D,,YYYYYY,0700A,0600P,GY,,2018,,0,36,20A-No Parking (Non-COM),,,
8869097043,551783,DE,PAS,04/30/2024,38,4DSD,LEXUS,T,0,40404,40404,20260388,109,109,109,378281,T401,N,0252P,,Q,I,,Flushing Lot #2,,0,408,H1,,YYYYYY,0700A,1000P,WHITE,,0,469232,0,,38-Failure to Dsplay Meter Rec,,,
4897409380,KUW3199,NY,PAS,05/14/2024,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0626A,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2017383582,LGG8114,NY,PAS,05/14/2024,21,SUBN,BMW,S,36790,11710,13610,20251107,30,30,0,624954,MN10,,0836A,00000,NY,F,528,WEST 151 STREET,,0,408,d1,,Y  Y,0800A,0930A,BK,,2020,,0,,No Parking Street Cleaning,,,
4036485775,KYN9291,NY,PAS,04/18/2024,5,VAN,CHEVR,V,0,0,0,0,,0,0,0,,,0756A,,BX,,,SB WEBSTER AVE @ E 1,94TH ST,0,1111,C,T,,,,WH,,2022,,0,,BUS LANE VIOLATION,,,
4898670386,KYU1641,NY,PAS,05/22/2024,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,0943A,,QN,,,WB HORACE HARDING EX,PWY @ 250TH ST,0,1180,B,T,,,,WH,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5134251162,LCK7692,NY,PAS,05/01/2024,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0606P,,BK,,,OCEAN PKWY (N/B) @ A,VE W,0,1111,D,T,,,,WH,,2023,,0,,FAILURE TO STOP AT RED LIGHT,,,
2017216975,LAR5103,NY,PAS,05/14/2024,21,4DSD,LEXUS,S,68090,12890,12840,20250206,104,104,0,668037,QW05,,0746A,00000,Qns,F,62-30,WOODHAVEN BOULEVARD,,0,408,d1,,Y  Y,0730A,0800A,WH,,2018,,0,,No Parking Street Cleaning,,,
9128558947,A64STB,NJ,PAS,05/20/2024,14,SUBN,BMW,T,42970,0,0,88888888,108,108,108,371215,T401,B,0412P,,Q,F,43-19,Dutch Kills St,,0,408,C,,YYYYYYY,,,BLACK,,0,,0,,14-No Standing,,,
9135636154,AOH806,AL,PAS,06/09/2024,20,SUBN,ACURA,T,17170,0,0,88888888,9,9,9,367884,T105,I,1219P,,NY,I,N,Wanamaker Pl,45ft W/of 4th Ave,0,408,D,,YYYYYYY,,,BLACK,,0,,0,21,20A-No Parking (Non-COM),,,
9133042895,LEN4093,NY,PAS,06/11/2024,48,SUBN,ME/BE,T,73820,26910,26940,20251016,46,46,46,361794,T201,D,0211P,,BX,F,1819,Weeks Ave,,0,408,E9,,YYYYYYY,,,BK,,2018,,0,2,48-Bike Lane,,,
4900646386,UDV7955,VA,PAS,06/04/2024,36,SU,JEEP,V,25645,40404,40404,0,,0,0,0,,,1147P,,QN,,,SB MAIN ST @ 82ND DR,,0,1180,B,T,,,,GRY,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4900348831,KXZ9672,NY,PAS,06/01/2024,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0554A,,BK,,,WB CONDUIT BLVD @ LI,NCOLN AVE,0,1180,B,T,,,,BL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
